,genres,title,genres_encoded
16638,['strategy'],Deluxe content - cossacks 3: rise to glory,838
16639,"['action', 'adventure', 'indie']",Putty pals,138
16640,"['indie', 'simulation', 'strategy']",Command ops 2: highway to the reich vol. 1,770
16641,['action'],Dariusburst chronicle saviours - side arms hyper dyne,393
16642,['action'],Dariusburst chronicle saviours - varth: operation thunderstorm,393
16643,['action'],Dariusburst chronicle saviours - progear,393
16644,"['adventure', 'casual', 'indie']",The artist,440
16645,"['action', 'adventure', 'indie']",The albatross,138
16646,"['indie', 'simulation', 'strategy']",Command ops 2: foothills of the gods vol. 2,770
16647,['action'],Zombie apocalypse,393
16648,"['indie', 'simulation', 'strategy']",Command ops 2: ride of the valkyries vol. 3,770
16649,"['indie', 'simulation', 'strategy']",Command ops 2: bastogne vol. 4,770
16650,"['indie', 'simulation', 'strategy']",Command ops 2: knock on all doors vol. 6,770
16651,"['indie', 'simulation', 'strategy']",Command ops 2: westwall vol. 7,770
16652,"['indie', 'simulation', 'strategy']",Command ops 2: the cauldron vol. 5,770
16653,['simulation'],Fsx steam edition: cessna c152 ii add-on,820
16654,['simulation'],Neo atlas 1469,820
16655,"['casual', 'indie']",Oik,633
16656,"['action', 'adventure', 'indie']",Monkey land 3d: reaper rush,138
16657,"['action', 'adventure', 'casual', 'indie']",Upside down,58
16658,"['action', 'free to play', 'indie', 'racing', 'sports', 'strategy']",Hmm booster pack,268
16659,"['adventure', 'indie', 'simulation']",Holy potatoes! we’re in space?!,500
16660,['simulation'],Farming simulator 17 - kuhn equipment pack,820
16661,['action'],Tom clancy's rainbow six® siege - bandit football helmet,393
16662,['action'],Tom clancy's rainbow six® siege - castle football helmet,393
16663,"['action', 'rpg']",Tales of berseria™ - adventure item pack 4,376
16664,"['action', 'rpg']",Tales of berseria™ - pirate costumes set,376
16665,"['action', 'rpg']",Tales of berseria™ - maid/butler costumes set,376
16666,"['action', 'indie', 'rpg', 'simulation', 'early access']",Cat survival,326
16667,"['adventure', 'casual', 'indie']",Dear esther: landmark edition,440
16668,"['casual', 'simulation']",Rocksmith® 2014 edition – remastered – coldplay song pack,647
16669,"['casual', 'simulation']",Rocksmith® 2014 edition – remastered – coldplay - “clocks”,647
16670,"['casual', 'simulation']",Rocksmith® 2014 edition – remastered – coldplay - “in my place”,647
16671,"['casual', 'simulation']",Rocksmith® 2014 edition – remastered – coldplay - “fix you”,647
16672,"['casual', 'simulation']",When our journey ends - a visual novel,647
16673,"['action', 'casual', 'indie']",Elaine,232
16674,"['casual', 'indie', 'simulation']",Korablik,626
16675,"['casual', 'simulation']",When our journey ends - ost,647
16676,"['rpg', 'simulation', 'strategy']",Crusader kings ii: south indian portraits 5 year anniversary gift,808
16677,"['casual', 'simulation']",When our journey ends - art book,647
16678,"['indie', 'strategy']",Semispheres,776
16679,['adventure'],Nancy drew®: labyrinth of lies,524
16680,"['free to play', 'massively multiplayer', 'rpg', 'strategy']",Forge of gods: beauties and the beasts pack,698
16681,"['indie', 'rpg', 'strategy']",Fantasy grounds - necropolis 2350: setting (savage worlds),761
16682,"['indie', 'rpg', 'strategy']",Fantasy grounds - a wedding at axebridge (rmc),761
16683,"['indie', 'rpg', 'strategy']",Fantasy grounds - db2 crater of umeshti (castles &amp; crusades),761
16684,"['indie', 'rpg', 'strategy']",Fantasy grounds - horror's heart (call of cthulhu),761
16685,"['indie', 'rpg', 'strategy']",Fantasy grounds - mini-dungeon #021: daenyr’s return (pfrpg),761
16686,"['indie', 'rpg', 'strategy']",Fantasy grounds - db1 the haunted highlands (castles and crusades),761
16687,"['indie', 'rpg', 'strategy']",Fantasy grounds - mini-dungeon #022: pleasure den (pfrpg),761
16688,"['casual', 'free to play', 'indie', 'simulation']",Canvas the gallery - artist pack,575
16689,"['adventure', 'casual', 'indie', 'rpg']",Ashes of immortality ii - bad blood,429
16690,"['racing', 'simulation', 'sports']",Mx nitro,795
16691,"['action', 'adventure']",Sniper elite 4 - season pass,164
16692,['action'],Doa5lr alluring mandarin dress set,393
16693,"['action', 'indie', 'sports']",Laser lasso ball,342
16694,"['action', 'casual', 'indie', 'simulation']",Darwin's demons,226
16695,"['action', 'adventure']",Taiku mansion,164
16696,"['adventure', 'rpg', 'strategy']",Lost eden,513
16697,"['action', 'adventure', 'indie']",Spheroids,138
16698,"['action', 'casual', 'indie', 'early access']",Lor - league of runners,195
16699,"['action', 'indie', 'early access']",Grappledrome,304
16700,"['action', 'indie']",Feist soundtrack,345
16701,"['action', 'free to play', 'indie', 'racing', 'sports', 'strategy']",Hmm founder's pack - gold edition,268
16702,"['action', 'free to play', 'indie', 'racing', 'sports', 'strategy']",Hmm founder's pack - silver edition,268
16703,['simulation'],P-51d: high stakes campaign,820
16704,"['action', 'free to play', 'indie', 'racing', 'sports', 'strategy']",Hmm founder's pack - bronze edition,268
16705,"['action', 'indie', 'strategy']",8-bit armies: arena,344
16706,"['action', 'indie', 'simulation', 'early access']",Heavy gear assault,333
16707,"['action', 'casual', 'indie']",Zombie ballz,232
16708,"['action', 'adventure', 'free to play', 'massively multiplayer', 'rpg']",Dc universe online™ - episode pack iv,91
16709,"['casual', 'indie']",Wayout 2: hex,633
16710,"['action', 'indie']",Ultimagus,345
16711,"['action', 'indie', 'early access']",Rogues like us,304
16712,"['action', 'casual', 'indie', 'massively multiplayer']",Block king,202
16713,"['action', 'adventure', 'indie', 'early access']",Faraway islands,101
16714,['indie'],Evangeline™ soundtrack,777
16715,"['action', 'casual', 'indie']",Western 1849 reloaded,232
16716,"['action', 'adventure', 'indie', 'rpg']",Seclusion,128
16717,"['action', 'adventure', 'casual', 'indie']",Ultimate russian zombie rush,58
16718,"['adventure', 'casual', 'indie', 'rpg', 'simulation', 'strategy']",Cavern of time,425
16719,"['action', 'adventure', 'indie', 'rpg']",Outbreak - gold player skin,128
16720,"['action', 'adventure', 'indie', 'rpg']",Outbreak - lightning player skin,128
16721,"['action', 'adventure', 'indie', 'rpg']",Outbreak - fire player skin,128
16722,"['casual', 'indie']",Idioctopus,633
16723,"['action', 'casual', 'indie']",Are you ready?,232
16724,"['action', 'adventure', 'indie', 'rpg']",Outbreak - rainbow player skin,128
16725,"['action', 'adventure', 'indie']",Captain lycop : invasion of the heters,138
16726,"['action', 'casual', 'indie', 'racing', 'simulation', 'sports']",Vrc pro european on-road tracks deluxe,207
16727,"['action', 'casual', 'indie', 'racing', 'simulation', 'sports']",Vrc pro international oval on-road tracks deluxe,207
16728,"['action', 'casual', 'indie', 'racing', 'simulation', 'sports']",Vrc pro branded cars and components deluxe,207
16729,"['casual', 'indie', 'rpg', 'strategy']",Dragon kingdom war,618
16730,"['action', 'adventure', 'casual', 'free to play', 'indie', 'simulation', 'sports', 'strategy']",Pixel puzzles ultimate - puzzle pack: pp2 radical roach,8
16731,"['action', 'adventure', 'casual', 'indie', 'rpg']",Star merc,46
16732,"['free to play', 'massively multiplayer', 'simulation', 'sports']",Fishing planet: crappie valentine pack,700
16733,"['adventure', 'casual']",Queen's quest 2: stories of forgotten past,453
16734,['strategy'],Realpolitiks,838
16735,"['adventure', 'indie', 'simulation']",We are chicago,500
16736,"['adventure', 'indie']",Alone with you,504
16737,"['adventure', 'indie']",Alone with you - official soundtrack,504
16738,"['action', 'rpg']",Payday 2: john wick heists,376
16739,"['casual', 'indie']",Skull rush,633
16740,"['indie', 'rpg', 'strategy']",Ananias roguelike,761
16741,"['action', 'indie']",World in danger,345
16742,"['adventure', 'indie']",Milkmaid of the milky way - soundtrack,504
16743,"['indie', 'simulation', 'strategy']",Jump to die!!,770
16744,"['indie', 'rpg', 'strategy']",Fantasy grounds - d&amp;d lair assault: talon of umberlee,761
16745,"['adventure', 'casual']",Kult of ktulu: olympic,453
16746,"['casual', 'indie', 'simulation', 'sports']","Dvdrum, ultimate drum simulator!",623
16747,['simulation'],Fsx steam edition: cessna c172n skyhawk ii add-on,820
16748,"['casual', 'indie']",Tricky towers - candy bricks,633
16749,"['action', 'indie']",Lamm,345
16750,"['action', 'adventure']",Brut@l,164
16751,"['indie', 'simulation', 'sports']",Greyhound manager 2 rebooted,768
16752,"['free to play', 'indie']",Bitku,694
16753,"['action', 'casual', 'indie']",Hell`s little story,232
16754,"['adventure', 'indie']",Leaving lyndow,504
16755,"['indie', 'simulation', 'strategy']",Offworld trading company - blue chip ventures dlc,770
16756,"['free to play', 'strategy']",Cabals: card blitz,719
16757,"['adventure', 'casual']",Witches' legacy: slumbering darkness collector's edition,453
16758,['strategy'],The horus heresy: battle of tallarn - iron edition,838
16759,"['action', 'casual', 'free to play', 'indie', 'strategy']",Invisigun heroes,180
16760,"['action', 'indie']",Bleed 2,345
16761,"['action', 'adventure', 'casual', 'indie']",Minimalism,58
16762,"['adventure', 'indie', 'rpg']",On the path remastered,496
16763,"['adventure', 'indie', 'rpg']",On the path - guide to gameplay,496
16764,"['adventure', 'indie', 'rpg']",On the path - soundtrack,496
16765,"['action', 'adventure', 'indie', 'rpg', 'simulation', 'early access']",The wild eight,121
16766,"['adventure', 'indie', 'rpg']","On the path - the thoughts , generated by trifles",496
16767,"['action', 'adventure', 'indie', 'rpg', 'simulation']",The wild eight – soundtrack,125
16768,"['adventure', 'indie']",Leaving lyndow original soundtrack,504
16769,"['action', 'indie']",Blood harvest,345
16770,['indie'],Koloro,777
16771,['simulation'],Trainz route: fall harvest nebraska,820
16772,"['action', 'adventure']",Star wars™ shadows of the empire™,164
16773,"['action', 'indie', 'simulation', 'early access']",We need to go deeper,333
16774,"['casual', 'indie']",Or,633
16775,"['indie', 'rpg']",Arelite core,762
16776,"['adventure', 'indie', 'simulation']",Max's big bust - a captain nekorai tale,500
16777,['adventure'],Baezult 2,524
16778,"['simulation', 'sports']",Wwe 2k17 season pass,817
16779,"['simulation', 'sports']",Wwe 2k17,817
16780,"['casual', 'free to play', 'rpg']",Soda dungeon,591
16781,"['casual', 'indie']",Interlogic,633
16782,"['adventure', 'free to play', 'indie']",Echoes of the fey episode 0: the immolation,468
16783,['indie'],Induction,777
16784,"['adventure', 'free to play', 'indie']",Echoes of the fey - the immolation soundtrack,468
16785,"['action', 'adventure', 'indie']",Phoning home soundtrack,138
16786,"['action', 'adventure', 'indie']",Phoning home,138
16787,"['action', 'indie']",Splasher,345
16788,"['action', 'indie']",Splasher - official soundtrack,345
16789,"['casual', 'simulation']",Rocksmith® 2014 edition – remastered – simple minds - “don’t you (forget about me)”,647
16790,"['casual', 'simulation']",Rocksmith® 2014 edition – remastered – 80s mix song pack ii,647
16791,"['action', 'adventure', 'indie']",Gunmetal arcadia ost,138
16792,['rpg'],Nights of azure,813
16793,"['action', 'adventure', 'indie']",Gunmetal arcadia,138
16794,"['action', 'casual', 'indie', 'massively multiplayer', 'simulation']",Evolvation,199
16795,"['action', 'racing', 'sports']",Ignition,366
16796,"['adventure', 'casual']",Otherworld: omens of summer collector's edition,453
16797,"['simulation', 'sports']",Wwe 2k17 - accelerator,817
16798,"['simulation', 'sports']",Wwe 2k17 - myplayer kick start,817
16799,"['simulation', 'sports']",Wwe 2k17 - nxt enhancement pack,817
16800,"['simulation', 'sports']",Wwe 2k17 - legends pack,817
16801,"['simulation', 'sports']",Wwe 2k17 - future stars pack,817
16802,['rpg'],Fallout 4 - high resolution texture pack,813
16803,"['simulation', 'sports']",Wwe 2k17 - new moves pack,817
16804,"['casual', 'indie', 'simulation']",Knot - soundtrack pack,626
16805,"['action', 'adventure']",Giga wrecker,164
16806,"['action', 'adventure']",Giga wrecker soundtrack,164
16807,"['action', 'indie', 'rpg']",Kronos,332
16808,"['casual', 'free to play', 'indie']",Once on a windswept night,579
16809,"['action', 'indie']",2 ninjas 1 cup,345
16810,"['action', 'adventure', 'indie', 'rpg']",Xenon valkyrie,128
16811,"['action', 'adventure', 'indie', 'rpg', 'early access']",Tyler: model 005,120
16812,"['adventure', 'casual', 'indie', 'rpg', 'strategy']",Selatria: advent of the dakk'rian empire,428
16813,"['action', 'adventure', 'indie', 'rpg']",Outbreak - rainbow flashlight and laser,128
16814,"['action', 'adventure', 'indie', 'rpg']",Outbreak - treasure hunter flashlight and laser,128
16815,"['action', 'adventure', 'indie', 'rpg']",Outbreak - vital signs flashlight and laser,128
16816,"['action', 'rpg']",Precursors,376
16817,"['action', 'adventure', 'indie', 'rpg', 'early access']",365 days,120
16818,"['adventure', 'casual', 'indie']",Ezra: the stranger,440
16819,['simulation'],Fsx steam edition: battle of britain hurricane add-on,820
16820,"['action', 'adventure', 'indie', 'rpg']",Outbreak - danger close flashlight and laser,128
16821,"['adventure', 'casual']",Taken souls: blood ritual collector's edition,453
16822,"['action', 'indie']",Undead blackout,345
16823,"['action', 'casual', 'indie']",Slash it 2 - russian edition pack,232
16824,"['action', 'casual', 'indie']",Slash it 2 - chinese edition pack,232
16825,"['action', 'casual', 'indie']",Slash it 2 - german edition pack,232
16826,"['action', 'adventure', 'indie']",Evilmorph soundtrack,138
16827,['adventure'],The frostrune,524
16828,"['action', 'adventure', 'indie']",Evilmorph,138
16829,"['casual', 'indie']",Queen of seas,633
16830,"['adventure', 'casual']",Dark angels: masquerade of shadows,453
16831,"['adventure', 'casual']",Sacra terra: kiss of death collector’s edition,453
16832,"['adventure', 'casual']",Shtriga: summer camp,453
16833,"['adventure', 'casual']",The esoterica: hollow earth,453
16834,"['adventure', 'casual']",World keepers: last resort,453
16835,"['casual', 'indie']",Numberline,633
16836,"['adventure', 'casual']",The saint: abyss of despair,453
16837,"['simulation', 'strategy']",Sovereignty: crown of kings,819
16838,"['adventure', 'casual', 'indie', 'early access']",Animality,407
16839,"['adventure', 'casual', 'indie']",Animality - animal pack #2,440
16840,"['indie', 'simulation', 'strategy']",Youtubers life,770
16841,"['adventure', 'casual', 'indie']",Animality - animal pack #1,440
16842,"['action', 'adventure', 'indie', 'rpg']",Diluvion,128
16843,"['adventure', 'indie']",Alwa's awakening,504
16844,"['action', 'adventure', 'indie', 'rpg']",Diluvion - digital artbook,128
16845,['action'],Elite warriors: vietnam,393
16846,"['action', 'adventure', 'indie', 'rpg']",Diluvion - original soundtrack,128
16847,"['action', 'adventure', 'indie', 'rpg']","Diluvion - special edition sub ""manta""",128
16848,"['action', 'adventure', 'indie', 'rpg']","Diluvion - pre-order sub ""derringer""",128
16849,"['action', 'adventure', 'indie', 'rpg']",Diluvion - captain's journal,128
16850,"['indie', 'strategy']",Mouse in lab,776
16851,"['action', 'adventure', 'casual']",Fast and curious,70
16852,"['casual', 'indie', 'simulation']",Retro pinball,626
16853,"['adventure', 'free to play', 'indie']",Escape the game: episode 1,468
16854,"['racing', 'simulation', 'sports']",Ride 2 exotic bikes pack,795
16855,['indie'],Caliper,777
16856,"['action', 'adventure', 'indie', 'early access']",Depths of limbo,101
16857,"['indie', 'strategy']",Kings under the hill,776
16858,"['indie', 'racing']",4x4 road race,750
16859,"['action', 'adventure', 'indie']",Depths of limbo - soundtrack,138
16860,"['action', 'indie']",Fire arrow plus,345
16861,"['casual', 'indie', 'sports']",Tower mode,630
16862,"['indie', 'rpg', 'strategy']",Talisman - the firelands expansion,761
16863,"['action', 'indie']",Omega one,345
16864,"['adventure', 'casual', 'free to play', 'indie', 'rpg']",Midas gold plus,398
16865,"['adventure', 'casual']",Awakening: the golden age collector's edition,453
16866,"['action', 'adventure', 'casual', 'indie', 'simulation']",Unexpected day,53
16867,"['action', 'adventure', 'indie']",Poi,138
16868,['strategy'],Civil war: 1861,838
16869,"['indie', 'rpg', 'strategy']",Fantasy grounds - mini-dungeon #014: the soul of a prince (pfrpg),761
16870,"['indie', 'rpg', 'strategy']",Fantasy grounds - darkwoulfe's volume 24 - beast of the bogs (token pack),761
16871,"['indie', 'rpg', 'strategy']",Fantasy grounds - outpost (castles &amp; crusades),761
16872,"['indie', 'rpg', 'strategy']",Fantasy grounds - mythic monsters #26: bugs (pfrpg),761
16873,"['action', 'adventure', 'indie', 'rpg']",The sorceress,128
16874,"['action', 'adventure', 'indie', 'strategy']",Steamhammervr - the soundtrack,137
16875,"['action', 'adventure', 'indie']",Poi - soundtrack,138
16876,"['indie', 'strategy']",100% orange juice - suguri &amp; hime winter costumes,776
16877,"['indie', 'simulation', 'strategy', 'early access']",Tavern tycoon - dragon's hangover,769
16878,"['action', 'adventure', 'casual', 'indie']",Linelight ost,58
16879,"['action', 'casual', 'indie']",Zombie killin',232
16880,"['adventure', 'indie', 'rpg']",Mr. triangle's adventure,496
16881,"['action', 'adventure', 'free to play', 'massively multiplayer', 'rpg']",Dragon blood,91
16882,"['adventure', 'indie', 'early access']",Ruction: the golden tablet,480
16883,"['adventure', 'casual', 'indie', 'simulation']",Geo soundtrack,435
16884,"['adventure', 'indie', 'early access']",Bigfoot,480
16885,"['action', 'casual', 'indie']",The videokid,232
16886,"['casual', 'indie', 'simulation']",Fourchords guitar karaoke - dierks bentley,626
16887,"['adventure', 'casual', 'indie']",Itineris,440
16888,"['action', 'adventure', 'indie', 'rpg', 'early access']",Quote,120
16889,['simulation'],Ts marketplace: sherman hill scenario pack 01 add-on,820
16890,"['action', 'free to play', 'indie']",Line of sight,279
16891,"['adventure', 'casual', 'indie']",Natural - beyond nature - original ending theme,440
16892,"['action', 'adventure', 'indie', 'rpg', 'strategy', 'early access']",Reptilians must die!,126
16893,['action'],Tom clancy's rainbow six® siege - pulse bushido set,393
16894,"['action', 'adventure']",Watch_dogs® 2 - fully decked out bundle,164
16895,"['adventure', 'casual', 'indie', 'rpg', 'simulation']",Angels with scaly wings - digital deluxe edition upgrade,426
16896,"['adventure', 'indie', 'rpg', 'simulation']",Angels with scaly wings,493
16897,"['action', 'casual', 'indie']",Fbi mania,232
16898,"['action', 'indie', 'strategy']",Prism collider,344
16899,"['action', 'adventure', 'casual', 'indie']",Finnish roller,58
16900,"['action', 'rpg']",Tales of berseria™ - adventure item pack 2,376
16901,"['action', 'rpg']",Tales of berseria™ - summer holiday costume pack,376
16902,"['action', 'adventure', 'indie']",Hikibyou2,138
16903,"['adventure', 'free to play', 'simulation']",Magic lantern dlc,476
16904,"['casual', 'indie']",Balloon popping pigs: deluxe,633
16905,"['casual', 'free to play', 'indie', 'simulation', 'strategy']","Sports skin bundle (or ""buy us another coke"") - trimmer tycoon",574
16906,"['adventure', 'casual', 'indie']",A long road home,440
16907,['rpg'],Disgaea 2 pc / 魔界戦記ディスガイア2 pc - digital art book / デジタル・アートブック,813
16908,"['casual', 'indie']",Zup! 3 - dlc,633
16909,"['adventure', 'casual']",European mystery: scent of desire collector’s edition,453
16910,"['indie', 'strategy']",Hunt: the unknown quarry,776
16911,"['action', 'indie']",Hitbox,345
16912,['rpg'],Disgaea 2 pc / 魔界戦記ディスガイア2 pc,813
16913,"['indie', 'strategy']",Hunt: the unknown quarry - full version,776
16914,"['action', 'adventure', 'indie']",Mortem,138
16915,"['adventure', 'indie', 'strategy']",Re:ht - war of the human tanks remix album,503
16916,"['casual', 'indie']",Square n fair,633
16917,['indie'],Ninja stealth 2,777
16918,"['action', 'indie']",Metanet hunter cd,345
16919,['action'],Double dragon iv,393
16920,"['adventure', 'casual', 'indie', 'rpg']",Finding hope,429
16921,"['adventure', 'indie', 'rpg', 'strategy']",Learn japanese to survive! katakana war,495
16922,"['adventure', 'indie', 'rpg', 'strategy']",Learn japanese to survive! katakana war - manga + art book,495
16923,"['adventure', 'indie', 'rpg', 'strategy']",Learn japanese to survive! katakana war - study guide,495
16924,"['action', 'adventure', 'casual', 'indie']",Linelight,58
16925,"['action', 'massively multiplayer', 'rpg']",Conan exiles - barbarian edition content,356
16926,"['action', 'adventure', 'massively multiplayer', 'rpg', 'strategy', 'early access']",Conan exiles,143
16927,"['action', 'casual', 'indie']",Triangle,232
16928,"['action', 'adventure', 'indie', 'simulation', 'strategy']",Only one hope,133
16929,"['adventure', 'indie']",Isolation,504
16930,"['adventure', 'casual', 'indie']",Sakura agent,440
16931,['strategy'],Minos strategos,838
16932,"['action', 'adventure', 'indie']",Miner ultra adventures,138
16933,"['indie', 'rpg', 'strategy']",Eador. imperium,761
16934,"['action', 'adventure', 'indie', 'early access']",No way out,101
16935,"['adventure', 'indie']",The loner,504
16936,"['action', 'indie', 'rpg', 'strategy', 'early access']",Tyran,330
16937,"['action', 'indie', 'sports']",Snowman,342
16938,"['action', 'indie']",Ellipsis,345
16939,"['indie', 'rpg', 'strategy']",Rayless,761
16940,"['action', 'adventure']",Resident evil 7 / biohazard 7 - season pass,164
16941,"['adventure', 'casual']",Corona blossom vol.3 journey to the stars,453
16942,"['racing', 'simulation', 'sports']",Valentino rossi the game compact,795
16943,"['action', 'indie']",Galactic fighters - soundtracks,345
16944,"['casual', 'indie', 'simulation', 'strategy']",Weather lord: royal holidays collector's edition,625
16945,"['adventure', 'casual', 'strategy']",Incredible dracula ii: the last call collector's edition,452
16946,['indie'],Akihabara - feel the rhythm - soundtrack,777
16947,"['indie', 'rpg']",20something,762
16948,"['action', 'indie']",Akihabara - feel the rhythm,345
16949,"['indie', 'rpg', 'strategy']",Dark quest 2 soundtrack,761
16950,"['simulation', 'strategy']",Hearts of iron iv: sabaton soundtrack vol. 2,819
16951,"['adventure', 'indie']",96 mill,504
16952,"['adventure', 'casual', 'indie']",Imprint-x,440
16953,"['adventure', 'casual', 'indie', 'strategy']",Imprint-x soundtrack,439
16954,['simulation'],Fsx steam edition: grumman gulfhawk ii add-on,820
16955,"['casual', 'indie']",A normal lost phone - official soundtrack,633
16956,"['casual', 'indie']",A normal lost phone,633
16957,"['adventure', 'indie', 'simulation']",Mainlining - soundtrack,500
16958,"['adventure', 'indie', 'simulation']",Mainlining - art book,500
16959,"['casual', 'indie']",Abyssal zone,633
16960,"['adventure', 'indie', 'rpg']",Witanlore: dreamtime - official soundtrack,496
16961,"['action', 'casual', 'indie']",Slash it 2,232
16962,['strategy'],Romance of the three kingdoms ⅱ / 三國志ⅱ,838
16963,"['adventure', 'indie', 'rpg', 'early access']",Witanlore: dreamtime,489
16964,['strategy'],Genghis khan / 蒼き狼と白き牝鹿・ジンギスカン,838
16965,['strategy'],Nobunaga’s ambition: zenkokuban / 信長の野望･全国版,838
16966,"['adventure', 'indie']",Splitmind,504
16967,"['action', 'casual', 'free to play', 'massively multiplayer', 'rpg', 'strategy']",Heroes evolved,184
16968,"['action', 'indie', 'simulation', 'early access']",Avorion,333
16969,"['action', 'adventure', 'indie']",Nefarious,138
16970,"['adventure', 'indie', 'rpg', 'strategy']",Dungeon rushers - veterans skins pack,495
16971,"['indie', 'rpg', 'strategy']",Hellenica,761
16972,"['indie', 'rpg', 'strategy']","Fantasy grounds - trolls, lizardmen and rockmen characters (token pack)",761
16973,"['indie', 'rpg', 'strategy']",Fantasy grounds - summoned helpers (token pack),761
16974,"['indie', 'rpg', 'strategy']",Fantasy grounds - undead 2 (token pack),761
16975,"['casual', 'indie', 'simulation']",Fourchords guitar karaoke - luke bryan,626
16976,"['action', 'adventure', 'indie']",The last hope: trump vs mafia - north korea,138
16977,"['indie', 'rpg']",Death penalty: beginning,762
16978,"['action', 'indie', 'early access']",Goatpunks,304
16979,"['action', 'adventure', 'casual', 'indie']",The legend of dark witch 2 （魔神少女エピソード２）,58
16980,"['action', 'adventure', 'casual', 'indie']",Soundtracks,58
16981,"['adventure', 'indie', 'simulation']",How to shoot a criminal,500
16982,"['free to play', 'indie', 'strategy']",Tactical genius online,693
16983,['action'],Dariusburst chronicle saviours - soukyuugurentai,393
16984,['action'],Dariusburst chronicle saviours - mahoudaisakusen,393
16985,['action'],Dariusburst chronicle saviours - battle garegga,393
16986,['simulation'],Once upon an all hallow's eve,820
16987,"['action', 'adventure', 'casual', 'indie', 'rpg', 'strategy']",Werther quest,45
16988,"['action', 'casual', 'indie']",Riot of the numbers,232
16989,"['action', 'adventure', 'casual', 'indie']",Red's kingdom,58
16990,"['action', 'indie', 'early access']",Assassination box,304
16991,"['action', 'adventure', 'indie', 'rpg']",Vzerthos: the heir of thunder,128
16992,"['casual', 'indie', 'sports']",Extra plinko plays,630
16993,"['adventure', 'indie']",Bulby - diamond course,504
16994,"['action', 'casual']",Rage against the zombies,249
16995,"['action', 'adventure', 'casual', 'indie']",Other worlds india,58
16996,"['action', 'adventure', 'indie']",Rock-n-rogue: a boo bunny plague adventure,138
16997,"['action', 'casual', 'indie']",Frequent flyer,232
16998,"['adventure', 'indie', 'rpg']",Unhappy ever after,496
16999,"['indie', 'simulation']",Euro truck simulator 2 - romanian paint jobs,771
17000,"['indie', 'simulation']",Euro truck simulator 2 - australian paint jobs,771
17001,"['action', 'adventure', 'casual', 'indie']",Jumping tank,58
17002,"['simulation', 'strategy']",Urban empire,819
17003,"['action', 'adventure', 'indie']",Save the ninja clan,138
17004,"['adventure', 'casual']",Sable maze: sullivan river collector's edition,453
17005,"['indie', 'rpg']",Conclave,762
17006,"['adventure', 'indie', 'rpg']",Evertree inn,496
17007,['strategy'],Element td,838
17008,"['action', 'adventure', 'casual', 'indie', 'simulation', 'sports']",Lift it,50
17009,"['simulation', 'strategy']",2017 edition add-on - power &amp; revolution dlc,819
17010,"['casual', 'indie', 'strategy']",Puzzle puppers,632
17011,['simulation'],Fsx steam edition: toposim north africa add-on,820
17012,['simulation'],Fsx steam edition: toposim middle east add-on,820
17013,"['adventure', 'casual', 'indie']",Magic box,440
17014,['strategy'],"Warhammer 40,000: sanctus reach",838
17015,"['action', 'indie', 'strategy']",Battle of empires: 1914-1918 - ottoman empire,344
17016,['simulation'],Fsx steam edition: fair dinkum flights add-on,820
17017,['simulation'],Train simulator: sacramento northern: suisun bay – san francisco route add-on,820
17018,"['action', 'indie']",Hive jump ost,345
17019,"['adventure', 'casual']",Dark dimensions: city of fog collector's edition,453
17020,"['action', 'indie']",Judas,345
17021,"['action', 'indie']",Hive jump,345
17022,"['indie', 'racing', 'sports']",Mortifero motus,748
17023,"['casual', 'indie']",The wisbey mystery,633
17024,"['design &amp; illustration', 'web publishing']",Rpg maker mv - future steam punk,661
17025,"['adventure', 'indie']",Druid,504
17026,"['casual', 'indie', 'simulation']",Fourchords guitar karaoke - nickelback,626
17027,['casual'],Uno - winter theme,652
17028,"['casual', 'indie']",Repulsanoid,633
17029,"['casual', 'indie', 'sports']",Baseball riot,630
17030,"['action', 'indie', 'strategy', 'early access']",M.e.r.c.,343
17031,"['adventure', 'indie', 'rpg']",Torn tales,496
17032,"['action', 'adventure', 'indie']",Teria,138
17033,"['action', 'indie']",Super rock blasters!,345
17034,['action'],Tom clancy's rainbow six® siege - smoke bushido set,393
17035,"['action', 'casual', 'indie']",Monumental failure,232
17036,"['action', 'adventure', 'indie', 'rpg']",Outbreak,128
17037,"['action', 'indie']",Kuso,345
17038,"['casual', 'simulation']","Rocksmith® 2014 edition  - remastered – blink-182 - ""i miss you""",647
17039,"['casual', 'simulation']",Rocksmith® 2014 edition – remastered – blink-182 song pack ii,647
17040,"['casual', 'simulation']",Rocksmith® 2014 edition – remastered – blink-182 - “the rock show”,647
17041,"['casual', 'simulation']",Rocksmith® 2014 edition – remastered – blink-182 - “adam’s song”,647
17042,"['simulation', 'sports']",Don bradman cricket 17,817
17043,"['action', 'indie', 'rpg']",Escape from nazi labs - original soundtrack,332
17044,"['action', 'adventure', 'casual', 'indie']",Pinkman,58
17045,"['action', 'indie']",Barbara-ian,345
17046,['action'],Doa5lr high society costume set,393
17047,"['adventure', 'casual']",Dark parables: jack and the sky kingdom collector's edition,453
17048,"['action', 'rpg']",The world 3:rise of demon,376
17049,"['action', 'indie', 'rpg', 'strategy']",Arena hero,331
17050,"['action', 'adventure', 'indie', 'rpg']",Burgers 2,128
17051,"['action', 'adventure', 'indie', 'strategy']",Toricky,137
17052,"['action', 'adventure', 'indie']",Ryan black,138
17053,"['adventure', 'casual', 'indie', 'rpg']",The new queen,429
